################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -7.3461121917600165E+00 a       513     0    26     1    13
 -3.4564755317387310E+00 a       514     0    26     1    14
  9.1460192749427200E+00 a       515     0    26     1    15
 -1.0347303744778484E+00 a       516     0    26     1    16
 -3.5982814280309645E+00 a       517     0    26     1    17
 -8.1362121526796578E+00 a       518     0    26     1    18
 -1.9231768549293207E+00 a       519     0    26     1    19
  3.1705708103763377E+00 a       520     0    26     1    20
  1.4540830220243124E+00 a       521     0    27     1     1
 -1.8897381740773489E-01 a       522     0    27     1     2
  5.2475374264582553E-01 a       523     0    27     1     3
  6.0156352688993497E-01 a       524     0    27     1     4
  9.2960106859588043E-01 a       525     0    27     1     5
 -3.3637622052296501E+00 a       526     0    27     1     6
  3.7754627886186518E+00 a       527     0    27     1     7
 -1.1864389528697399E+00 a       528     0    27     1     8
  2.0087609773489929E+00 a       529     0    27     1     9
  1.8941236406005080E-01 a       530     0    27     1    10
  3.7959690408411534E-01 a       531     0    27     1    11
  9.2412870088915389E-01 a       532     0    27     1    12
 -1.4569332935980863E+00 a       533     0    27     1    13
 -2.8164895255069577E+00 a       534     0    27     1    14
 -4.4089854509621098E+00 a       535     0    27     1    15
 -2.2258045004746472E+00 a       536     0    27     1    16
  8.7993257540401686E+00 a       537     0    27     1    17
  1.2060843238505141E+00 a       538     0    27     1    18
 -4.0124736404411827E+00 a       539     0    27     1    19
  5.0222071700904500E+00 a       540     0    27     1    20
  7.0689093378965084E-01 a       541     0    28     1     1
 -1.9749801648591809E+00 a       542     0    28     1     2
 -1.3643711026223587E-01 a       543     0    28     1     3
 -3.2251022353238823E+00 a       544     0    28     1     4
 -8.7619208793460324E-01 a       545     0    28     1     5
  2.1724870701970600E+00 a       546     0    28     1     6
 -1.0147906126715740E+00 a       547     0    28     1     7
  2.0335034778643046E+00 a       548     0    28     1     8
 -2.6724217842204974E+00 a       549     0    28     1     9
  4.8000773392174931E+00 a       550     0    28     1    10
  2.4482225657132268E+00 a       551     0    28     1    11
 -3.8597662231969904E-01 a       552     0    28     1    12
 -6.5967989902568580E-01 a       553     0    28     1    13
  1.1329531104843191E+01 a       554     0    28     1    14
 -2.3476304696808314E-01 a       555     0    28     1    15
 -3.1265877615900948E+00 a       556     0    28     1    16
  3.7484185215730488E+00 a       557     0    28     1    17
 -4.8871732994580164E+00 a       558     0    28     1    18
  1.9026860741605998E+00 a       559     0    28     1    19
 -2.1416688764234153E+00 a       560     0    28     1    20
  8.5550143218279313E+00 a       561     0    29     1     1
 -5.2160671766605726E-01 a       562     0    29     1     2
  3.9873898429382002E+01 a       563     0    29     1     3
  6.8124298248863981E+00 a       564     0    29     1     4
  5.9697801899442577E+00 a       565     0    29     1     5
  1.0096098490316814E+01 a       566     0    29     1     6
 -2.5183843307729195E+00 a       567     0    29     1     7
 -1.4822176328334784E+01 a       568     0    29     1     8
 -1.0962329474164658E+00 a       569     0    29     1     9
  1.1352885409103566E+01 a       570     0    29     1    10
  3.7773152198708887E-01 a       571     0    29     1    11
  1.7052605773234347E+01 a       572     0    29     1    12
  1.3605026575297234E+01 a       573     0    29     1    13
  2.6910407160172842E+00 a       574     0    29     1    14
  1.5438717627971245E+01 a       575     0    29     1    15
 -2.7922855484475765E+01 a       576     0    29     1    16
  5.0372187748245469E+00 a       577     0    29     1    17
 -2.3467522397189182E+01 a       578     0    29     1    18
 -4.6387586979496866E+01 a       579     0    29     1    19
  5.2360854602756191E-01 a       580     0    29     1    20
 -6.0540821105241394E-01 a       581     0    30     1     1
  1.0931242727956588E+01 a       582     0    30     1     2
 -1.1826711019710404E+01 a       583     0    30     1     3
  9.3986174066266752E+00 a       584     0    30     1     4
  6.4963247784945430E+00 a       585     0    30     1     5
  6.0209089065514458E+00 a       586     0    30     1     6
  9.7415138453196377E+00 a       587     0    30     1     7
 -4.9880746749461640E+00 a       588     0    30     1     8
 -3.0265122342233597E+00 a       589     0    30     1     9
  4.3938369287175174E+00 a       590     0    30     1    10
 -2.8649105013194229E+00 a       591     0    30     1    11
  4.2634519128619557E+00 a       592     0    30     1    12
  1.3628305188190238E+01 a       593     0    30     1    13
 -6.1263624490720829E+00 a       594     0    30     1    14
 -1.0843199449908891E+01 a       595     0    30     1    15
 -7.8168650662030288E+00 a       596     0    30     1    16
 -1.2161187060052287E+01 a       597     0    30     1    17
 -4.0365457539997509E+00 a       598     0    30     1    18
 -5.9411029961831261E+00 a       599     0    30     1    19
 -3.8301314617492248E+00 a       600     0    30     1    20
 -1.6638985873310745E+00 a       601     0    31     1     1
  1.8458964665454523E+00 a       602     0    31     1     2
 -2.5870085796311248E-01 a       603     0    31     1     3
  1.7621727833691450E+00 a       604     0    31     1     4
 -6.0946787107710563E+00 a       605     0    31     1     5
  4.4808071302085404E+00 a       606     0    31     1     6
  4.4370257730933966E+00 a       607     0    31     1     7
  2.5162958066982288E-01 a       608     0    31     1     8
  7.3854167434103457E-01 a       609     0    31     1     9
 -1.8494837297100852E-01 a       610     0    31     1    10
 -8.5852523589728236E-01 a       611     0    31     1    11
  6.7632428629313122E+00 a       612     0    31     1    12
  5.4544112800584965E-01 a       613     0    31     1    13
  1.6113246781202848E+00 a       614     0    31     1    14
 -2.8035143978688998E-01 a       615     0    31     1    15
 -2.2539504994394517E+00 a       616     0    31     1    16
  6.5452795641331303E+00 a       617     0    31     1    17
  1.3685264037105513E+00 a       618     0    31     1    18
  5.0524914360567930E-01 a       619     0    31     1    19
 -4.6753812552708567E+00 a       620     0    31     1    20
  5.1423904528431654E+00 a       621     0    32     1     1
  3.3153322258058151E+00 a       622     0    32     1     2
  4.3433620707557850E+01 a       623     0    32     1     3
 -4.7427624678760507E+00 a       624     0    32     1     4
 -1.4251608196693650E+00 a       625     0    32     1     5
  6.3291873216180594E+00 a       626     0    32     1     6
 -4.7814022156521414E+00 a       627     0    32     1     7
  1.8189954041345942E+00 a       628     0    32     1     8
  2.3576902762110374E+00 a       629     0    32     1     9
  1.0034895627740108E+01 a       630     0    32     1    10
  2.4445184308113492E+00 a       631     0    32     1    11
  1.3812952553893631E+01 a       632     0    32     1    12
  5.4673441540716423E+00 a       633     0    32     1    13
 -2.7302721974035786E+00 a       634     0    32     1    14
  2.0753609441749362E+01 a       635     0    32     1    15
 -1.1983860503676704E+01 a       636     0    32     1    16
  6.0574511528506481E+00 a       637     0    32     1    17
 -2.1017382956192055E+01 a       638     0    32     1    18
 -3.5853562724255099E+01 a       639     0    32     1    19
  1.4086288177022022E+00 a       640     0    32     1    20
  4.6903148948451179E+00 a       641     0    33     1     1
  1.1271722827634886E+01 a       642     0    33     1     2
  1.5758833499890252E+00 a       643     0    33     1     3
  4.1027925234575795E+00 a       644     0    33     1     4
 -4.2870380117798925E+00 a       645     0    33     1     5
  4.6234675055176561E-01 a       646     0    33     1     6
  4.9531741152007109E+00 a       647     0    33     1     7
 -6.3726658803776974E+00 a       648     0    33     1     8
  5.3498282468805831E+00 a       649     0    33     1     9
  2.7556333830527948E+00 a       650     0    33     1    10
 -1.2676339965729686E+00 a       651     0    33     1    11
  7.1264978817931679E+00 a       652     0    33     1    12
  2.1592614354320490E+00 a       653     0    33     1    13
 -6.3990467718862352E+00 a       654     0    33     1    14
 -2.2319683479702457E+00 a       655     0    33     1    15
 -4.9704836920345130E+00 a       656     0    33     1    16
 -8.3104190466194638E-01 a       657     0    33     1    17
 -1.2531055504200448E+00 a       658     0    33     1    18
 -1.6523877281777207E+01 a       659     0    33     1    19
  2.3590759795641936E+00 a       660     0    33     1    20
  6.4858199372920700E-01 a       661     0    34     1     1
 -1.3668819807814245E+00 a       662     0    34     1     2
 -4.4574584756367436E-01 a       663     0    34     1     3
 -2.2680749413726469E+00 a       664     0    34     1     4
 -2.3742929434293591E+00 a       665     0    34     1     5
 -1.9493561805332451E+00 a       666     0    34     1     6
  5.0092029354799292E+00 a       667     0    34     1     7
  6.8085832295781845E-01 a       668     0    34     1     8
 -4.2787048807734145E+00 a       669     0    34     1     9
  4.1910774606127390E+00 a       670     0    34     1    10
  2.8182613232655149E+00 a       671     0    34     1    11
  5.5877534636444004E+00 a       672     0    34     1    12
 -6.7365107083134612E+00 a       673     0    34     1    13
  1.5221081042840570E+01 a       674     0    34     1    14
 -9.8575423201462919E-01 a       675     0    34     1    15
 -4.4491912984231785E+00 a       676     0    34     1    16
  5.5565955665684603E+00 a       677     0    34     1    17
 -6.6823615030155850E+00 a       678     0    34     1    18
  3.5509864316184374E+00 a       679     0    34     1    19
 -3.2209890117650763E+00 a       680     0    34     1    20
  2.9498727375471114E+00 a       681     0    35     1     1
 -2.4174188863444748E+01 a       682     0    35     1     2
 -2.2156681132956944E+01 a       683     0    35     1     3
  3.8241297386071493E+00 a       684     0    35     1     4
  2.1450363365288300E+01 a       685     0    35     1     5
  1.3235864812124294E+01 a       686     0    35     1     6
 -1.0786483997616665E+01 a       687     0    35     1     7
 -4.3613795249688625E+00 a       688     0    35     1     8
  4.0917561116791079E+00 a       689     0    35     1     9
  1.6276599518040769E+01 a       690     0    35     1    10
 -5.3575108196806713E+00 a       691     0    35     1    11
  1.2378614144033753E+01 a       692     0    35     1    12
 -8.8765293071166980E+00 a       693     0    35     1    13
 -7.9623292503864587E+00 a       694     0    35     1    14
 -2.7332063384327885E+01 a       695     0    35     1    15
  7.6781742538653575E+00 a       696     0    35     1    16
  1.3803192557503118E+01 a       697     0    35     1    17
  2.5186995542147255E+01 a       698     0    35     1    18
 -3.1038923975127046E+00 a       699     0    35     1    19
 -7.1253828263422270E-01 a       700     0    35     1    20
 -1.3311273050331573E+01 a       701     0    36     1     1
 -3.7117815566079493E+00 a       702     0    36     1     2
  4.2490802225844941E+00 a       703     0    36     1     3
  7.4518506250662835E+00 a       704     0    36     1     4
 -1.5344196314273995E+01 a       705     0    36     1     5
 -5.7102384192897517E+00 a       706     0    36     1     6
  6.3078125596135655E+00 a       707     0    36     1     7
  5.7381780861338949E-01 a       708     0    36     1     8
 -3.7255818491317947E+00 a       709     0    36     1     9
  4.4285670078544997E-01 a       710     0    36     1    10
 -8.3152094636092944E+00 a       711     0    36     1    11
  3.6046622836981244E+00 a       712     0    36     1    12
 -1.0022896815987195E+01 a       713     0    36     1    13
  2.0670956045919397E+01 a       714     0    36     1    14
 -6.7674837566430623E-01 a       715     0    36     1    15
 -1.3962448267259908E+00 a       716     0    36     1    16
 -3.9658228278367500E+00 a       717     0    36     1    17
  4.0917315071657345E+00 a       718     0    36     1    18
 -1.9070246744071249E+00 a       719     0    36     1    19
 -2.9582036249860311E+00 a       720     0    36     1    20
 -1.6243807566862565E+00 a       721     0    37     1     1
 -1.2674243082207493E+00 a       722     0    37     1     2
 -9.8443382562287951E-01 a       723     0    37     1     3
 -1.2963752881814603E+00 a       724     0    37     1     4
 -3.4379741538434256E+00 a       725     0    37     1     5
 -8.9621912962953463E+00 a       726     0    37     1     6
  1.0704732632201419E+00 a       727     0    37     1     7
 -1.6441491142564348E+00 a       728     0    37     1     8
 -6.6050694030916048E+00 a       729     0    37     1     9
  1.4885075749879615E+00 a       730     0    37     1    10
  2.4860581909494988E+00 a       731     0    37     1    11
  5.2029689881101433E+00 a       732     0    37     1    12
 -3.9235465569204351E+00 a       733     0    37     1    13
  2.5940516973347485E+00 a       734     0    37     1    14
  9.6800852155240508E-02 a       735     0    37     1    15
  1.8932411222095014E+00 a       736     0    37     1    16
 -9.2365157218659366E+00 a       737     0    37     1    17
  6.5701579228277895E-01 a       738     0    37     1    18
 -5.6298292662764267E+00 a       739     0    37     1    19
  1.7058496358450161E+00 a       740     0    37     1    20
 -1.6353919486657240E-01 a       741     0    38     1     1
  2.4847972067594313E+00 a       742     0    38     1     2
 -2.1611404016766880E+01 a       743     0    38     1     3
 -9.5092217683624511E+00 a       744     0    38     1     4
  7.0494008592097035E-01 a       745     0    38     1     5
  2.0069278521196281E+01 a       746     0    38     1     6
 -1.9116602629763708E+01 a       747     0    38     1     7
  1.8203342600619546E+01 a       748     0    38     1     8
 -7.5213494780823540E+00 a       749     0    38     1     9
  1.3226972276785878E+01 a       750     0    38     1    10
 -9.4901735685624935E+00 a       751     0    38     1    11
  3.4770475802378948E+00 a       752     0    38     1    12
  2.7813052275377057E+01 a       753     0    38     1    13
  4.0158484281780877E+00 a       754     0    38     1    14
 -1.7962067215714015E+01 a       755     0    38     1    15
  1.3440419049754759E+01 a       756     0    38     1    16
 -1.4505554825840219E+01 a       757     0    38     1    17
  1.8284589257745253E+01 a       758     0    38     1    18
  4.2156913410099115E+01 a       759     0    38     1    19
  2.6094367251902606E-01 a       760     0    38     1    20
 -1.1230843015368224E+00 a       761     0    39     1     1
 -6.6725771805440086E+00 a       762     0    39     1     2
 -1.0182987564389516E+00 a       763     0    39     1     3
 -1.1136850537812599E+01 a       764     0    39     1     4
 -2.5834235024231212E+01 a       765     0    39     1     5
 -1.0427099536598032E+01 a       766     0    39     1     6
  4.0136077774386364E-01 a       767     0    39     1     7
 -2.2254436892877938E+00 a       768     0    39     1     8
 -5.1558956225766561E+00 a       769     0    39     1     9
  2.8163595050086664E-02 a       770     0    39     1    10
 -1.1923217941858038E+00 a       771     0    39     1    11
  5.7366913162634612E+00 a       772     0    39     1    12
 -1.4411851810570475E+01 a       773     0    39     1    13
  1.4590747653046252E+00 a       774     0    39     1    14
  1.9763379628492906E+01 a       775     0    39     1    15
 -2.2764716776216107E-01 a       776     0    39     1    16
 -1.0603703734308207E+01 a       777     0    39     1    17
 -6.5016669855543796E+00 a       778     0    39     1    18
  2.3367396426855198E+01 a       779     0    39     1    19
 -8.2253807456071879E+00 a       780     0    39     1    20
 -2.0875874034172117E+00 a       781     0    40     1     1
 -3.3911684761135699E+00 a       782     0    40     1     2
 -1.1475379543871544E+00 a       783     0    40     1     3
 -7.1106796627640039E+00 a       784     0    40     1     4
 -1.1178206257755097E+01 a       785     0    40     1     5
 -7.3532407563937907E+00 a       786     0    40     1     6
 -4.2904221927105439E+00 a       787     0    40     1     7
 -7.3813346367825650E-01 a       788     0    40     1     8
 -6.5611595963882978E+00 a       789     0    40     1     9
  4.2548121398476875E+00 a       790     0    40     1    10
 -7.8499406990592142E+00 a       791     0    40     1    11
  5.9110170343841446E+00 a       792     0    40     1    12
 -2.1213512306068075E+01 a       793     0    40     1    13
  1.9178007936463530E+01 a       794     0    40     1    14
  5.6724878215207362E+00 a       795     0    40     1    15
  4.6099724061810647E+00 a       796     0    40     1    16
 -1.5805757706321041E+01 a       797     0    40     1    17
  3.3345987226624838E+00 a       798     0    40     1    18
 -2.0600091957230142E+00 a       799     0    40     1    19
 -1.7306799995290407E+00 a       800     0    40     1    20
 -7.2749608563315435E+00 a       801     0    41     1     1
  1.4502134718308939E+01 a       802     0    41     1     2
 -3.0529368287114099E+01 a       803     0    41     1     3
  4.8113569960545127E-01 a       804     0    41     1     4
  2.6226763075396491E+01 a       805     0    41     1     5
  5.5865066191078299E+00 a       806     0    41     1     6
  1.1751607501848584E+01 a       807     0    41     1     7
 -3.4420034509571686E+00 a       808     0    41     1     8
  1.4033131428954913E+00 a       809     0    41     1     9
  9.7161798748434460E+00 a       810     0    41     1    10
 -1.7713845722806116E+01 a       811     0    41     1    11
  1.3963728479089327E-01 a       812     0    41     1    12
  1.7672856832332432E+01 a       813     0    41     1    13
  4.4317946489192108E+00 a       814     0    41     1    14
 -4.9002146735919361E+00 a       815     0    41     1    15
  2.3161376790423361E+01 a       816     0    41     1    16
 -4.3468494879845396E+00 a       817     0    41     1    17
  1.6258597898161202E+01 a       818     0    41     1    18
  1.7785986454026137E+01 a       819     0    41     1    19
 -1.0520655313726941E+01 a       820     0    41     1    20
  6.4332755071949455E-01 a       821     0    42     1     1
 -3.9431629151297201E+00 a       822     0    42     1     2
  1.9601640383708997E+01 a       823     0    42     1     3
 -1.1103036976609182E+01 a       824     0    42     1     4
 -1.6947517913563299E+01 a       825     0    42     1     5
  2.8189993004903129E+00 a       826     0    42     1     6
 -1.3849223570947641E+01 a       827     0    42     1     7
  2.3138547642115372E+00 a       828     0    42     1     8
  6.0996440261092317E+00 a       829     0    42     1     9
 -4.0224436173415139E+00 a       830     0    42     1    10
  3.6385358740167661E+00 a       831     0    42     1    11
  9.5021092725480738E-01 a       832     0    42     1    12
 -1.1721798733906176E+01 a       833     0    42     1    13
  2.1446764341189875E+00 a       834     0    42     1    14
  2.5562959850583788E+01 a       835     0    42     1    15
  1.0257256413422452E+01 a       836     0    42     1    16
  1.5064983152816489E+00 a       837     0    42     1    17
  6.1093460387346630E+00 a       838     0    42     1    18
 -9.6934527332737641E+00 a       839     0    42     1    19
 -2.8827673445045243E+00 a       840     0    42     1    20
  7.9643217547626521E-01 a       841     0    43     1     1
 -4.1643680273619115E+00 a       842     0    43     1     2
 -3.3848866040817577E-01 a       843     0    43     1     3
 -8.5294430163962442E-01 a       844     0    43     1     4
  4.6641881863314811E+00 a       845     0    43     1     5
 -1.5502598223309027E+01 a       846     0    43     1     6
  7.9906282199535443E+00 a       847     0    43     1     7
 -5.5902877365923080E+00 a       848     0    43     1     8
 -5.2051072440655446E+00 a       849     0    43     1     9
 -5.8950356931557586E+00 a       850     0    43     1    10
 -1.6414524690499841E+00 a       851     0    43     1    11
  2.4559867386668679E+00 a       852     0    43     1    12
 -1.0349251793598935E+01 a       853     0    43     1    13
 -1.9995340760555762E+00 a       854     0    43     1    14
  4.8512949620344674E+00 a       855     0    43     1    15
  5.2928299061536324E+00 a       856     0    43     1    16
 -7.5429315177730816E+00 a       857     0    43     1    17
 -4.5277819947686160E+00 a       858     0    43     1    18
  3.9721205165217066E+00 a       859     0    43     1    19
  3.9769450702820102E+00 a       860     0    43     1    20
 -1.2569154029083723E+01 a       861     0    44     1     1
  3.0005790804201213E+00 a       862     0    44     1     2
  5.7197540310422541E+00 a       863     0    44     1     3
  1.3077962545372078E+01 a       864     0    44     1     4
  4.8655462265920084E+00 a       865     0    44     1     5
 -1.4635911938710075E+01 a       866     0    44     1     6
  1.4966864322091853E+01 a       867     0    44     1     7
 -1.7112778656791850E+01 a       868     0    44     1     8
  1.1477293824550895E+01 a       869     0    44     1     9
 -1.2668665825412369E+01 a       870     0    44     1    10
 -1.8033022487034103E+01 a       871     0    44     1    11
 -1.9399221876517647E+01 a       872     0    44     1    12
 -3.0643028181246180E+01 a       873     0    44     1    13
 -2.4295710499750891E+00 a       874     0    44     1    14
 -1.4615213583662475E+01 a       875     0    44     1    15
 -1.1180413342147107E+01 a       876     0    44     1    16
  3.0835643460808932E+01 a       877     0    44     1    17
  5.5952775950143714E+00 a       878     0    44     1    18
 -3.5147144077543182E+01 a       879     0    44     1    19
  3.4012084147935466E+00 a       880     0    44     1    20
  2.1716832220891069E+00 a       881     0    45     1     1
  1.1309797126623538E+00 a       882     0    45     1     2
 -9.5768902752609719E+00 a       883     0    45     1     3
  7.5112410159744813E+00 a       884     0    45     1     4
  1.3687975683314999E+01 a       885     0    45     1     5
  7.9269123261873347E+00 a       886     0    45     1     6
 -8.6116156820593162E+00 a       887     0    45     1     7
  4.8629332749609180E+00 a       888     0    45     1     8
 -6.8079357129821112E+00 a       889     0    45     1     9
  6.0026393820276702E+00 a       890     0    45     1    10
  5.3623189279938865E-01 a       891     0    45     1    11
 -4.3964594364213667E+00 a       892     0    45     1    12
  7.6320949756080685E+00 a       893     0    45     1    13
  6.7461128514383475E+00 a       894     0    45     1    14
 -6.0189956090926753E+00 a       895     0    45     1    15
  1.9254826802139997E+00 a       896     0    45     1    16
 -1.5891760015704612E+01 a       897     0    45     1    17
 -3.5959028325413516E+00 a       898     0    45     1    18
  1.5336390330084765E+01 a       899     0    45     1    19
 -3.7984897988937498E+00 a       900     0    45     1    20
  1.2248023132920007E+00 a       901     0    46     1     1
  4.3604192301499358E+00 a       902     0    46     1     2
  6.1902540062643396E-01 a       903     0    46     1     3
  5.8870380737024499E+00 a       904     0    46     1     4
  4.0808254993051252E+00 a       905     0    46     1     5
 -6.8698525451196524E-01 a       906     0    46     1     6
  5.0662459516682379E+00 a       907     0    46     1     7
 -3.9824756698783093E+00 a       908     0    46     1     8
  9.5567572816893236E+00 a       909     0    46     1     9
 -5.1586231176368527E+00 a       910     0    46     1    10
  4.1766860070768193E+00 a       911     0    46     1    11
  8.8945100891524120E+00 a       912     0    46     1    12
  1.2382462675775557E+01 a       913     0    46     1    13
 -2.1861333404041744E+01 a       914     0    46     1    14
 -7.0964636790662166E+00 a       915     0    46     1    15
 -1.4603219193818797E+00 a       916     0    46     1    16
  8.1406856209567948E+00 a       917     0    46     1    17
  1.1468015041622449E+01 a       918     0    46     1    18
 -5.0763247527198638E+00 a       919     0    46     1    19
 -2.9127210412201654E+00 a       920     0    46     1    20
 -1.8960756220093025E+00 a       921     0    47     1     1
  2.3454116639106768E+01 a       922     0    47     1     2
  1.7819053671098018E+01 a       923     0    47     1     3
 -1.0087025398397701E+01 a       924     0    47     1     4
 -2.8107233359681882E+01 a       925     0    47     1     5
 -1.9332341221690552E+01 a       926     0    47     1     6
  7.1429938405275326E+00 a       927     0    47     1     7
  1.0616035536216840E+01 a       928     0    47     1     8
 -1.5714161144164682E+00 a       929     0    47     1     9
 -2.2158051606097327E+01 a       930     0    47     1    10
  3.2695864317678751E+00 a       931     0    47     1    11
 -1.8762034866015380E+01 a       932     0    47     1    12
 -2.8846166655007976E-01 a       933     0    47     1    13
  7.5121465716143838E+00 a       934     0    47     1    14
  2.5466312142472216E+01 a       935     0    47     1    15
  2.6592444428554041E-01 a       936     0    47     1    16
 -9.5073877782088836E+00 a       937     0    47     1    17
 -2.0770453519742006E+01 a       938     0    47     1    18
  1.3277156132080089E+01 a       939     0    47     1    19
  8.8695537517629186E-01 a       940     0    47     1    20
  1.7201656205178399E+01 a       941     0    48     1     1
  1.9449408938023487E+00 a       942     0    48     1     2
 -1.1751998640387662E+00 a       943     0    48     1     3
 -9.8234906570547498E+00 a       944     0    48     1     4
  1.3358717617128670E+01 a       945     0    48     1     5
  2.3065491719507594E+00 a       946     0    48     1     6
 -7.3186243217147053E+00 a       947     0    48     1     7
  1.3059468146142348E+00 a       948     0    48     1     8
  4.7829587484587543E+00 a       949     0    48     1     9
 -7.4613199507668726E-01 a       950     0    48     1    10
  7.8193240249945495E+00 a       951     0    48     1    11
 -4.6911324878690506E+00 a       952     0    48     1    12
  4.2394860564940169E+00 a       953     0    48     1    13
 -1.6065957080105523E+01 a       954     0    48     1    14
  2.2867319862985793E+00 a       955     0    48     1    15
  3.2299048589357460E+00 a       956     0    48     1    16
  5.6301876727295372E+00 a       957     0    48     1    17
 -3.4241849792894201E+00 a       958     0    48     1    18
  4.6372499315866929E+00 a       959     0    48     1    19
  3.7316965212004005E+00 a       960     0    48     1    20
  2.5039396124509397E+00 a       961     0    49     1     1
  1.1305759326019136E+00 a       962     0    49     1     2
  6.3463269604912020E-01 a       963     0    49     1     3
  7.6917680645347064E-01 a       964     0    49     1     4
  4.4520099564157940E+00 a       965     0    49     1     5
  5.2849420849426023E+00 a       966     0    49     1     6
 -1.1869771157669353E+00 a       967     0    49     1     7
  4.0180039844882126E-01 a       968     0    49     1     8
  6.4219883195909917E+00 a       969     0    49     1     9
 -2.0352537688890004E+00 a       970     0    49     1    10
 -2.0061694921334317E+00 a       971     0    49     1    11
 -6.2361229519566974E+00 a       972     0    49     1    12
  3.3741904836986047E+00 a       973     0    49     1    13
 -2.4977839759685816E+00 a       974     0    49     1    14
 -8.0603018095385104E-01 a       975     0    49     1    15
 -1.9970874076893319E+00 a       976     0    49     1    16
  7.3978562046302079E+00 a       977     0    49     1    17
 -1.0153767905548714E+00 a       978     0    49     1    18
  5.4253284228373646E+00 a       979     0    49     1    19
 -1.1769343969724326E+00 a       980     0    49     1    20
 -6.4265254605748723E+00 a       981     0    50     1     1
 -3.7235280247445988E+00 a       982     0    50     1     2
 -2.7142289981923202E+01 a       983     0    50     1     3
  1.1719794697141619E+01 a       984     0    50     1     4
  4.1311723176290585E+00 a       985     0    50     1     5
 -1.4456820886196962E+01 a       986     0    50     1     6
  1.2323367475783870E+01 a       987     0    50     1     7
 -1.4809241714877709E+01 a       988     0    50     1     8
 -6.6060702708533263E+00 a       989     0    50     1     9
 -9.7169131502920116E+00 a       990     0    50     1    10
  8.1981303676525883E+00 a       991     0    50     1    11
 -3.7172074416905532E+00 a       992     0    50     1    12
 -1.9036300848648597E+00 a       993     0    50     1    13
  3.5964317105961402E-02 a       994     0    50     1    14
  5.0987478324913358E+00 a       995     0    50     1    15
  4.8180140502954298E+00 a       996     0    50     1    16
 -9.6790394651646334E+00 a       997     0    50     1    17
  2.0258567124959329E-01 a       998     0    50     1    18
  6.9337011236375314E+00 a       999     0    50     1    19
 -5.2801829516178591E+00 a      1000     0    50     1    20
 -4.3339055079740083E+00 a      1001     0    51     1     1
 -1.6465248858155379E+00 a      1002     0    51     1     2
  4.5190261466395549E+00 a      1003     0    51     1     3
  3.5336447414523633E+00 a      1004     0    51     1     4
  1.9897874987725388E+01 a      1005     0    51     1     5
  6.5919395586940128E+00 a      1006     0    51     1     6
  7.6925581184705272E-01 a      1007     0    51     1     7
  5.2460205277310088E+00 a      1008     0    51     1     8
  4.5220691186142705E+00 a      1009     0    51     1     9
 -4.5356183757901567E+00 a      1010     0    51     1    10
  1.2504833307082308E+00 a      1011     0    51     1    11
 -7.9835713373503072E+00 a      1012     0    51     1    12
  9.0769007845815821E+00 a      1013     0    51     1    13
 -8.2805549220438868E-01 a      1014     0    51     1    14
 -1.2494812193825290E+01 a      1015     0    51     1    15
  3.1687306123079644E+00 a      1016     0    51     1    16
  1.3732756255364169E+01 a      1017     0    51     1    17
  8.2618584927439489E+00 a      1018     0    51     1    18
 -1.7984380894302944E+01 a      1019     0    51     1    19
  5.0205230677590151E+00 a      1020     0    51     1    20
 -1.1344360428545091E+00 a      1021     0    52     1     1
  3.0221068296599616E+00 a      1022     0    52     1     2
  1.2656636399268062E+00 a      1023     0    52     1     3
  7.9939770034116018E+00 a      1024     0    52     1     4
  5.5231929190771893E+00 a      1025     0    52     1     5
  6.4205724771556492E+00 a      1026     0    52     1     6
 -1.5011836101757725E+00 a      1027     0    52     1     7
 -8.6725702030740440E-02 a      1028     0    52     1     8
  5.5233328655639893E+00 a      1029     0    52     1     9
 -7.0058084101691041E+00 a      1030     0    52     1    10
 -5.6007861638606438E-01 a      1031     0    52     1    11
 -1.4561435274954006E+01 a      1032     0    52     1    12
  1.5882635851368212E+01 a      1033     0    52     1    13
 -2.3573262881146256E+01 a      1034     0    52     1    14
  2.5042999169617203E-01 a      1035     0    52     1    15
  1.1197554455858814E+00 a      1036     0    52     1    16
  2.6609007152215249E+00 a      1037     0    52     1    17
 -2.2782350620561589E+00 a      1038     0    52     1    18
  1.7152535855713598E+00 a      1039     0    52     1    19
  4.8212136286312282E+00 a      1040     0    52     1    20
 -1.0180108962575130E+00 b      1041     1     1
  1.2063327557547786E-01 b      1042     1     2
 -9.1072543882830881E-01 b      1043     1     3
 -3.3849936935711402E+00 b      1044     1     4
 -8.2510102168786925E-01 b      1045     1     5
  6.7172575544789032E-02 b      1046     1     6
 -2.6389354059493759E+00 b      1047     1     7
  8.6053775180853309E-01 b      1048     1     8
  1.4621409961966736E-01 b      1049     1     9
  3.0119993442454268E-01 b      1050     1    10
 -3.8770748149724921E-01 b      1051     1    11
