################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.4697735306720173E+01 a       238     0    12     1    18
  1.8878015866791230E+02 a       239     0    12     1    19
 -3.1115319348494268E+01 a       240     0    12     1    20
 -4.3419060676445845E+01 a       241     0    13     1     1
  4.5421580802044152E+00 a       242     0    13     1     2
  6.7071522011670098E+01 a       243     0    13     1     3
 -9.1849713527852330E+01 a       244     0    13     1     4
  1.1589669390221658E+01 a       245     0    13     1     5
  1.8199033322625265E+01 a       246     0    13     1     6
  6.6750019553612788E+01 a       247     0    13     1     7
  9.6953850087409936E+00 a       248     0    13     1     8
 -7.6861552199151504E+01 a       249     0    13     1     9
 -7.0046165337792559E+01 a       250     0    13     1    10
 -2.3446666089016627E+01 a       251     0    13     1    11
  7.4457295177948311E+01 a       252     0    13     1    12
 -1.5307195641399453E+01 a       253     0    13     1    13
 -4.3436994422080588E+01 a       254     0    13     1    14
 -2.6621154741471948E+01 a       255     0    13     1    15
 -5.8175308104018299E+01 a       256     0    13     1    16
 -3.1733790577183555E+01 a       257     0    13     1    17
  3.4253986290742496E+01 a       258     0    13     1    18
  3.2329187397613545E+01 a       259     0    13     1    19
 -2.2477612118871885E+01 a       260     0    13     1    20
  7.1978255891546805E-01 a       261     0    14     1     1
  2.4104256580121945E+01 a       262     0    14     1     2
  3.8804658199303411E+01 a       263     0    14     1     3
 -1.0641952670924491E+01 a       264     0    14     1     4
 -6.0405258369213506E+01 a       265     0    14     1     5
  3.3864783458860536E+01 a       266     0    14     1     6
 -1.7230824636710818E+01 a       267     0    14     1     7
 -3.7273086247210969E+01 a       268     0    14     1     8
 -4.8246374578906718E+01 a       269     0    14     1     9
 -1.0886635743011450E+01 a       270     0    14     1    10
 -9.4009968054534152E+00 a       271     0    14     1    11
  1.0872235734366493E+01 a       272     0    14     1    12
  1.3697936467622847E+01 a       273     0    14     1    13
 -1.2970910231251866E+01 a       274     0    14     1    14
 -7.0965158300893556E+00 a       275     0    14     1    15
  2.4194387189795066E+01 a       276     0    14     1    16
  3.5322136010677021E+01 a       277     0    14     1    17
 -5.2735152247507592E+01 a       278     0    14     1    18
 -3.0181713586336947E+01 a       279     0    14     1    19
  3.2493829390555227E+01 a       280     0    14     1    20
 -4.6058404781087686E-01 a       281     0    15     1     1
  2.5201126969920273E+00 a       282     0    15     1     2
 -1.7120376284005541E+00 a       283     0    15     1     3
 -5.2774970339895964E+00 a       284     0    15     1     4
 -2.4365427618694113E+00 a       285     0    15     1     5
 -5.4768598366276384E+00 a       286     0    15     1     6
 -3.5841463927245658E+00 a       287     0    15     1     7
 -6.9514679697895572E+00 a       288     0    15     1     8
 -1.2905099203788069E+00 a       289     0    15     1     9
 -2.7930266558988890E+01 a       290     0    15     1    10
 -4.9230286504359801E+00 a       291     0    15     1    11
  6.4570767104069109E+00 a       292     0    15     1    12
  1.2935103780389570E-01 a       293     0    15     1    13
 -1.0137475321849571E+01 a       294     0    15     1    14
 -2.2556557140966355E+01 a       295     0    15     1    15
  1.4623695767671890E+01 a       296     0    15     1    16
  7.4738357769444264E+00 a       297     0    15     1    17
 -5.0148873078442966E+00 a       298     0    15     1    18
  8.5307600810192721E+00 a       299     0    15     1    19
 -8.6849393882777548E+00 a       300     0    15     1    20
 -3.2239851703596121E+00 a       301     0    16     1     1
  1.2732570433964886E+01 a       302     0    16     1     2
  2.9545393884357440E+00 a       303     0    16     1     3
 -5.0459061832312440E+00 a       304     0    16     1     4
 -7.1472460473231196E+00 a       305     0    16     1     5
 -2.1523086693614012E+01 a       306     0    16     1     6
  4.3753781653978470E+00 a       307     0    16     1     7
  1.8418999696410815E-01 a       308     0    16     1     8
 -8.6008751837023979E-03 a       309     0    16     1     9
  9.5378266466119808E+00 a       310     0    16     1    10
  3.4709386706972528E-01 a       311     0    16     1    11
 -2.6211287056643673E+01 a       312     0    16     1    12
 -4.0001939367729014E+00 a       313     0    16     1    13
  1.5888009370695472E-01 a       314     0    16     1    14
 -1.5975374016101213E+01 a       315     0    16     1    15
 -3.9636609754888030E-01 a       316     0    16     1    16
  1.3981626098225146E+01 a       317     0    16     1    17
 -6.1040465330777245E+00 a       318     0    16     1    18
 -1.0400635877882812E+02 a       319     0    16     1    19
  1.1316917562279807E+01 a       320     0    16     1    20
  6.3289640188535818E+00 a       321     0    17     1     1
  3.4510969151299181E-01 a       322     0    17     1     2
 -2.0457471063145828E+01 a       323     0    17     1     3
  4.3914699239136482E+01 a       324     0    17     1     4
 -1.0364902715049379E+01 a       325     0    17     1     5
 -1.6398827722531614E+01 a       326     0    17     1     6
 -4.1154965754442117E+01 a       327     0    17     1     7
 -2.3996555734814763E+01 a       328     0    17     1     8
  2.3551210756246000E+01 a       329     0    17     1     9
 -7.0991927155924571E+01 a       330     0    17     1    10
 -3.4408255865692370E+00 a       331     0    17     1    11
 -8.0825095996323704E+00 a       332     0    17     1    12
 -6.7021248254259058E+00 a       333     0    17     1    13
 -2.1389555063912841E+01 a       334     0    17     1    14
 -5.4823438441894218E+01 a       335     0    17     1    15
  5.7614558186535909E+01 a       336     0    17     1    16
  4.7217910966812603E+01 a       337     0    17     1    17
 -9.3719385830792863E+00 a       338     0    17     1    18
  7.6987082857700486E+01 a       339     0    17     1    19
  1.2271611888358157E+01 a       340     0    17     1    20
 -2.3305769286862063E-01 a       341     0    18     1     1
  2.6013864812034655E+01 a       342     0    18     1     2
  4.2163878061698912E-01 a       343     0    18     1     3
  4.1020854683020765E+01 a       344     0    18     1     4
  9.7389270767484304E-01 a       345     0    18     1     5
 -5.8655109095188728E+01 a       346     0    18     1     6
  3.1505781396695856E+01 a       347     0    18     1     7
  1.6357924359702842E+01 a       348     0    18     1     8
  2.2240279110235246E+01 a       349     0    18     1     9
  4.0631880341591987E+01 a       350     0    18     1    10
  9.2420667751973138E+00 a       351     0    18     1    11
 -5.3256042314950314E+01 a       352     0    18     1    12
 -7.2098179175484836E+00 a       353     0    18     1    13
  7.6833125267791189E+00 a       354     0    18     1    14
 -3.8193692997807510E+01 a       355     0    18     1    15
 -8.5663409796599925E+00 a       356     0    18     1    16
  6.1337797893451416E+01 a       357     0    18     1    17
 -8.3899939592728749E+00 a       358     0    18     1    18
 -1.1213484149332037E+02 a       359     0    18     1    19
  3.6325188842677423E+00 a       360     0    18     1    20
 -4.7884262688083468E-01 a       361     0    19     1     1
 -1.5503893857092488E+00 a       362     0    19     1     2
 -1.3923645192012570E+01 a       363     0    19     1     3
 -8.8240376631826027E+00 a       364     0    19     1     4
  3.4219195633023571E+00 a       365     0    19     1     5
 -2.9806053602448617E+00 a       366     0    19     1     6
 -4.3331817762557312E-01 a       367     0    19     1     7
 -2.7910278727771143E+00 a       368     0    19     1     8
 -4.9333100913280701E+00 a       369     0    19     1     9
 -6.4245237586873705E+00 a       370     0    19     1    10
 -1.5659178922154957E+00 a       371     0    19     1    11
 -3.9012833634439814E+00 a       372     0    19     1    12
  6.2270457779631361E-01 a       373     0    19     1    13
  1.4939520250256342E+00 a       374     0    19     1    14
 -1.0760233499429420E+01 a       375     0    19     1    15
  4.7708459421548248E+00 a       376     0    19     1    16
 -5.2788678362217851E+00 a       377     0    19     1    17
  4.7950509474193520E-02 a       378     0    19     1    18
  5.6466362747037424E+00 a       379     0    19     1    19
  5.6611714708693626E+00 a       380     0    19     1    20
 -1.0337598244139987E+00 a       381     0    20     1     1
  8.0060512372732138E+00 a       382     0    20     1     2
 -2.4969219617233733E+00 a       383     0    20     1     3
  6.3666016246533816E+00 a       384     0    20     1     4
 -7.4029321006204656E+00 a       385     0    20     1     5
 -7.9136417209462557E+00 a       386     0    20     1     6
  3.4020652554864408E+00 a       387     0    20     1     7
 -3.6244864882827712E+00 a       388     0    20     1     8
 -7.9869282554973546E+00 a       389     0    20     1     9
  7.0862998077692572E+00 a       390     0    20     1    10
  1.9697257366993390E-01 a       391     0    20     1    11
 -1.3130451638919277E+01 a       392     0    20     1    12
 -7.8747102486505527E-01 a       393     0    20     1    13
 -1.0333841266075248E+00 a       394     0    20     1    14
 -2.7201722583363583E+00 a       395     0    20     1    15
  4.8923066022180578E-01 a       396     0    20     1    16
  2.2599973634746028E+01 a       397     0    20     1    17
  2.8359966447510292E+00 a       398     0    20     1    18
 -1.9219656574007850E+01 a       399     0    20     1    19
  1.0394044357869097E+01 a       400     0    20     1    20
 -5.5904470731332434E-01 a       401     0    21     1     1
 -5.2655690948792113E+00 a       402     0    21     1     2
  7.4911630838477841E+00 a       403     0    21     1     3
  8.3448468245118690E+00 a       404     0    21     1     4
 -1.9787688265458778E+00 a       405     0    21     1     5
  3.8648662151643803E-01 a       406     0    21     1     6
 -2.2240772462814484E+00 a       407     0    21     1     7
 -8.6787914803337063E-01 a       408     0    21     1     8
 -4.7721281274550104E-01 a       409     0    21     1     9
 -2.6351540946998799E+00 a       410     0    21     1    10
  9.0285830789454513E-01 a       411     0    21     1    11
  1.0945328145245032E+01 a       412     0    21     1    12
 -1.0768128933183214E+00 a       413     0    21     1    13
 -3.2653060026825820E+00 a       414     0    21     1    14
 -2.9568598863317139E+00 a       415     0    21     1    15
  2.2515187556380751E+00 a       416     0    21     1    16
  4.2723906570148937E+00 a       417     0    21     1    17
 -1.1051909414710319E-01 a       418     0    21     1    18
  1.0431041845255242E+01 a       419     0    21     1    19
  4.9640825555592788E-01 a       420     0    21     1    20
  3.4637727402723679E+00 a       421     0    22     1     1
 -3.1918022750161619E+00 a       422     0    22     1     2
  3.8175432436634562E+00 a       423     0    22     1     3
  1.1182979719192991E+01 a       424     0    22     1     4
  2.1996191135237502E+00 a       425     0    22     1     5
 -2.7683836183023960E+00 a       426     0    22     1     6
  4.2137312374726372E+00 a       427     0    22     1     7
  1.6157000510956199E+00 a       428     0    22     1     8
  3.9350406653089895E+00 a       429     0    22     1     9
  2.1352707647487117E+00 a       430     0    22     1    10
  8.5536537218024922E-01 a       431     0    22     1    11
 -2.0559731043395266E+00 a       432     0    22     1    12
  1.6311137682902714E+00 a       433     0    22     1    13
 -4.3937235839889943E-01 a       434     0    22     1    14
 -7.1298410288369485E-01 a       435     0    22     1    15
  1.6869115984602627E+00 a       436     0    22     1    16
 -1.9697971899475932E+00 a       437     0    22     1    17
 -2.9481523078608691E+00 a       438     0    22     1    18
  2.5030348817341775E+01 a       439     0    22     1    19
 -3.2939502190064460E+00 a       440     0    22     1    20
  5.4442462938406791E+01 a       441     0    23     1     1
 -7.5764368686705851E+01 a       442     0    23     1     2
  2.6738095464190913E+01 a       443     0    23     1     3
 -3.0366505725828119E+01 a       444     0    23     1     4
 -4.1791285251622575E+01 a       445     0    23     1     5
 -4.8581456737557794E+01 a       446     0    23     1     6
 -2.6627268794131201E+01 a       447     0    23     1     7
 -3.0520622548711507E+00 a       448     0    23     1     8
 -6.9814870539828080E+00 a       449     0    23     1     9
 -9.3590311740297789E+00 a       450     0    23     1    10
 -3.0589870554260134E+01 a       451     0    23     1    11
 -3.7999123959609975E+01 a       452     0    23     1    12
 -6.1711855289666042E+00 a       453     0    23     1    13
 -1.5892055844475680E+01 a       454     0    23     1    14
 -4.2096220666660166E+01 a       455     0    23     1    15
 -2.9877879187007235E+01 a       456     0    23     1    16
 -8.8537941997418031E+01 a       457     0    23     1    17
  4.1516629375402587E+00 a       458     0    23     1    18
  1.2327892531287695E+01 a       459     0    23     1    19
 -3.0989457327566345E+00 a       460     0    23     1    20
 -1.1778711319872144E+01 a       461     0    24     1     1
  5.2482643099054826E+01 a       462     0    24     1     2
 -5.2469231349580120E+01 a       463     0    24     1     3
 -7.2101254088457921E+01 a       464     0    24     1     4
 -4.4507614909735729E+01 a       465     0    24     1     5
 -4.6709272536545967E+01 a       466     0    24     1     6
 -9.6413195993529968E+01 a       467     0    24     1     7
 -5.4536007631196895E+01 a       468     0    24     1     8
  4.1251692526747121E+01 a       469     0    24     1     9
 -1.7463747670181164E+01 a       470     0    24     1    10
  3.8954827058133326E+01 a       471     0    24     1    11
 -1.3812542119354431E+01 a       472     0    24     1    12
 -4.8337338538360388E+00 a       473     0    24     1    13
  7.7377246980302004E+01 a       474     0    24     1    14
  6.8505110849912469E+00 a       475     0    24     1    15
 -2.5487832577886067E+01 a       476     0    24     1    16
 -2.8320099683512751E+01 a       477     0    24     1    17
 -4.7711462528098920E+01 a       478     0    24     1    18
  9.3402743104400528E+01 a       479     0    24     1    19
  2.1877674683588719E+01 a       480     0    24     1    20
 -4.4897117021855451E+01 a       481     0    25     1     1
  1.4013779819242157E+02 a       482     0    25     1     2
  4.7679678697203647E+00 a       483     0    25     1     3
 -1.0879980884556613E+02 a       484     0    25     1     4
  3.0665884279747363E+01 a       485     0    25     1     5
  1.0356431813164116E+02 a       486     0    25     1     6
 -3.5799302284362433E+01 a       487     0    25     1     7
 -4.6528818865378504E+01 a       488     0    25     1     8
 -7.2007557376618990E+01 a       489     0    25     1     9
 -4.2083874930629595E+00 a       490     0    25     1    10
 -1.5009699385489254E+01 a       491     0    25     1    11
 -9.4941589937829107E+01 a       492     0    25     1    12
 -1.1471593520360953E+01 a       493     0    25     1    13
 -3.9471940695908970E+01 a       494     0    25     1    14
 -4.7355051580723142E+01 a       495     0    25     1    15
 -2.1445341010798721E+01 a       496     0    25     1    16
 -9.0603332752752564E+01 a       497     0    25     1    17
 -1.5452523921013298E+02 a       498     0    25     1    18
 -6.0635392194080680E+01 a       499     0    25     1    19
  4.3053403908434937E+01 a       500     0    25     1    20
 -3.7556095809731268E+01 a       501     0    26     1     1
 -2.2260728447649672E+01 a       502     0    26     1     2
 -5.7416872089965807E+01 a       503     0    26     1     3
  4.5111130931407352E+01 a       504     0    26     1     4
 -2.0536097934103661E+00 a       505     0    26     1     5
  8.5143312081818934E+00 a       506     0    26     1     6
  2.1514814849323013E+01 a       507     0    26     1     7
 -3.2370575364502767E+00 a       508     0    26     1     8
 -3.0437995943626653E+01 a       509     0    26     1     9
  1.2435181024254325E+01 a       510     0    26     1    10
  4.0934484881462915E+01 a       511     0    26     1    11
 -1.5297653035346135E+01 a       512     0    26     1    12
  3.6015857345146474E+00 a       513     0    26     1    13
  1.2420343408027234E+01 a       514     0    26     1    14
 -5.6701531713545421E+01 a       515     0    26     1    15
  3.8604584938027088E+01 a       516     0    26     1    16
 -4.9836041237476614E+01 a       517     0    26     1    17
 -5.1379578415044648E+01 a       518     0    26     1    18
 -3.2788190029219038E+01 a       519     0    26     1    19
 -9.0144939863779783E+00 a       520     0    26     1    20
 -2.2210470559662532E+01 a       521     0    27     1     1
  2.5788254590131491E+01 a       522     0    27     1     2
 -5.8755619360004708E+01 a       523     0    27     1     3
 -7.5574808379143796E+00 a       524     0    27     1     4
  1.7328372720214496E+01 a       525     0    27     1     5
  7.7567898156645594E+00 a       526     0    27     1     6
 -1.4107456815833603E+00 a       527     0    27     1     7
 -3.6451286847055762E+01 a       528     0    27     1     8
 -3.7936514911354934E+01 a       529     0    27     1     9
