################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  7.8871649043890059E+01 a       168     0     9     1     8
  1.1619735336531335E+02 a       169     0     9     1     9
  2.1236932973322550E+02 a       170     0     9     1    10
  2.4216202929489634E+02 a       171     0     9     1    11
  2.3717855911962798E+02 a       172     0     9     1    12
  4.5585338592612018E+01 a       173     0     9     1    13
  1.2368768642296361E+02 a       174     0     9     1    14
  7.3983917569415368E+01 a       175     0     9     1    15
 -8.1309648389431132E+01 a       176     0     9     1    16
  1.3334394461552275E+01 a       177     0     9     1    17
  7.1692144664381416E+01 a       178     0     9     1    18
  4.1563754808928950E+00 a       179     0     9     1    19
  1.8649879577453962E+01 a       180     0     9     1    20
 -1.0276304979015018E+02 a       181     0    10     1     1
  8.4618576377500276E-01 a       182     0    10     1     2
 -3.3042815910374124E+01 a       183     0    10     1     3
 -7.1979130290894471E+00 a       184     0    10     1     4
  3.0267341045830932E+01 a       185     0    10     1     5
  2.5860145973808141E+01 a       186     0    10     1     6
  9.9752569211306124E+01 a       187     0    10     1     7
 -5.9138671056838518E+01 a       188     0    10     1     8
  1.0475457886255218E+02 a       189     0    10     1     9
 -2.5164998191409973E+02 a       190     0    10     1    10
  8.0952590950923778E+01 a       191     0    10     1    11
  1.2570466838163051E+02 a       192     0    10     1    12
 -4.1471274917569943E+01 a       193     0    10     1    13
 -1.3046167002663688E+02 a       194     0    10     1    14
  6.4845070886359480E+01 a       195     0    10     1    15
 -1.4361103491598737E+02 a       196     0    10     1    16
 -7.0468587408456330E+01 a       197     0    10     1    17
  2.4573033231107768E+00 a       198     0    10     1    18
 -7.4941046185548601E+01 a       199     0    10     1    19
 -3.0907369391562856E+01 a       200     0    10     1    20
  5.1934552582594140E+00 a       201     0    11     1     1
 -8.7812615407042586E+01 a       202     0    11     1     2
  4.0044323739551366E+01 a       203     0    11     1     3
  1.0037511821933957E+02 a       204     0    11     1     4
  2.1893262908120796E+01 a       205     0    11     1     5
 -5.1967570720428213E+01 a       206     0    11     1     6
  6.7138960621533585E+01 a       207     0    11     1     7
  1.6534592401224291E+01 a       208     0    11     1     8
 -6.0617205988983109E+01 a       209     0    11     1     9
 -5.5444910069066971E+01 a       210     0    11     1    10
 -1.2102413944492927E+01 a       211     0    11     1    11
 -4.4487638693577914E+01 a       212     0    11     1    12
 -1.9929185562453478E+02 a       213     0    11     1    13
 -2.5120842563201379E+01 a       214     0    11     1    14
 -8.0708469826188008E+01 a       215     0    11     1    15
  1.9208486727599880E+01 a       216     0    11     1    16
  3.1148240022475009E+00 a       217     0    11     1    17
  1.4710912763431296E+02 a       218     0    11     1    18
 -5.1881634881995105E+01 a       219     0    11     1    19
 -2.3910323643792040E+01 a       220     0    11     1    20
  1.1340049364257206E+02 a       221     0    12     1     1
  4.2358804672821854E+01 a       222     0    12     1     2
 -1.6549794757980175E+02 a       223     0    12     1     3
 -2.0513520757234772E+02 a       224     0    12     1     4
 -3.4879589333963573E+01 a       225     0    12     1     5
 -8.3789256727292766E+01 a       226     0    12     1     6
 -4.4672124616547528E+01 a       227     0    12     1     7
 -3.0185409928842581E+01 a       228     0    12     1     8
 -4.9210493334946896E+00 a       229     0    12     1     9
  7.4960660036114277E+01 a       230     0    12     1    10
  4.8758189893334269E+01 a       231     0    12     1    11
 -3.8708322697255198E+01 a       232     0    12     1    12
 -3.5234403112688270E+01 a       233     0    12     1    13
  1.2117216223317581E+02 a       234     0    12     1    14
  9.5118458990892947E+00 a       235     0    12     1    15
  7.2187961752642536E+01 a       236     0    12     1    16
  4.8224213752389758E+01 a       237     0    12     1    17
 -3.4171536132771948E+01 a       238     0    12     1    18
 -1.0522910321110591E+02 a       239     0    12     1    19
  1.2055812971045293E+02 a       240     0    12     1    20
  1.5122516320269031E+02 a       241     0    13     1     1
 -8.4397823998254879E+01 a       242     0    13     1     2
  4.2331437507237624E+01 a       243     0    13     1     3
  1.4255121438618838E+02 a       244     0    13     1     4
  6.0363439751028295E+01 a       245     0    13     1     5
  3.5594490465672045E+01 a       246     0    13     1     6
 -9.3628428156646265E+01 a       247     0    13     1     7
 -6.8854799201219564E+01 a       248     0    13     1     8
 -1.4029585768327752E+02 a       249     0    13     1     9
 -1.2394746073230172E+02 a       250     0    13     1    10
 -8.9589838412729122E+01 a       251     0    13     1    11
 -1.1781706771676967E+02 a       252     0    13     1    12
 -7.1798300369911232E+01 a       253     0    13     1    13
 -6.9468476191414368E+01 a       254     0    13     1    14
  3.6473673918053175E+00 a       255     0    13     1    15
  3.0233741820870367E+01 a       256     0    13     1    16
 -2.8067516673323357E+01 a       257     0    13     1    17
 -7.5640353650237415E+01 a       258     0    13     1    18
  2.0892731274787234E+01 a       259     0    13     1    19
  1.2700518037623485E+01 a       260     0    13     1    20
  3.2444704006829213E+01 a       261     0    14     1     1
 -4.0520301627407438E+00 a       262     0    14     1     2
  6.3204489202225183E+01 a       263     0    14     1     3
  5.6209350303116949E+01 a       264     0    14     1     4
  9.0605825253610437E+00 a       265     0    14     1     5
  1.6847886426746307E+01 a       266     0    14     1     6
 -7.2305157383592473E+01 a       267     0    14     1     7
  5.3203927582585479E+01 a       268     0    14     1     8
 -7.4647596532548704E+01 a       269     0    14     1     9
  1.4269825177178686E+02 a       270     0    14     1    10
 -7.7857139748258177E+01 a       271     0    14     1    11
 -5.3622012589309612E+01 a       272     0    14     1    12
  2.5209832523994510E+01 a       273     0    14     1    13
  2.4072029897711449E+01 a       274     0    14     1    14
 -2.2430101421895372E+01 a       275     0    14     1    15
  9.2824578738997090E+01 a       276     0    14     1    16
  5.0660333063685925E+01 a       277     0    14     1    17
  2.8370084823996301E+01 a       278     0    14     1    18
  4.2723690747222307E+01 a       279     0    14     1    19
 -1.1714685323801215E+01 a       280     0    14     1    20
 -5.8156313439344431E-01 a       281     0    15     1     1
  2.1207963029797277E+01 a       282     0    15     1     2
 -1.1616293409739274E+01 a       283     0    15     1     3
 -2.1341849686617042E+01 a       284     0    15     1     4
 -5.3648240402357139E+00 a       285     0    15     1     5
  1.1707586027600144E+01 a       286     0    15     1     6
 -1.4987858755992104E+01 a       287     0    15     1     7
 -3.3546280054344750E+00 a       288     0    15     1     8
  6.0729063807559074E+00 a       289     0    15     1     9
  1.2171080828472414E+01 a       290     0    15     1    10
 -4.8721327366846640E-01 a       291     0    15     1    11
  9.2115582790682620E+00 a       292     0    15     1    12
  5.1287268077216162E+01 a       293     0    15     1    13
  1.9274185540730215E+00 a       294     0    15     1    14
  1.7642058509295246E+01 a       295     0    15     1    15
 -2.4707731700393429E+00 a       296     0    15     1    16
 -2.5858575733597351E+00 a       297     0    15     1    17
 -3.5245256856171181E+01 a       298     0    15     1    18
  1.0743752002936944E+01 a       299     0    15     1    19
  6.1977331510227547E+00 a       300     0    15     1    20
 -1.6130902027775520E+01 a       301     0    16     1     1
 -3.1561945124915236E+00 a       302     0    16     1     2
  2.5153592519665231E+01 a       303     0    16     1     3
  2.6110524248694475E+01 a       304     0    16     1     4
  5.3662144380980310E+00 a       305     0    16     1     5
  1.3300988064177290E+01 a       306     0    16     1     6
  6.2841510230117441E+00 a       307     0    16     1     7
  8.3799405274386878E+00 a       308     0    16     1     8
 -6.7933576762118275E-01 a       309     0    16     1     9
 -8.7660629286654288E+00 a       310     0    16     1    10
 -1.0555075924151282E+01 a       311     0    16     1    11
  5.7045450486523812E+00 a       312     0    16     1    12
  1.3268757204647384E+01 a       313     0    16     1    13
 -2.8943300781956498E+01 a       314     0    16     1    14
 -8.0188392150687171E-01 a       315     0    16     1    15
 -7.6263798272410845E+00 a       316     0    16     1    16
 -3.2743154447061560E+00 a       317     0    16     1    17
  6.7859582031761594E+00 a       318     0    16     1    18
  1.5723659186039736E+01 a       319     0    16     1    19
 -2.1007022124883200E+01 a       320     0    16     1    20
 -2.2885814436377458E+01 a       321     0    17     1     1
  8.7032844711589803E+01 a       322     0    17     1     2
 -6.8361706566131687E+01 a       323     0    17     1     3
 -1.0240244709008347E+02 a       324     0    17     1     4
 -4.2417360354384606E+01 a       325     0    17     1     5
  3.6206201153050202E+01 a       326     0    17     1     6
 -1.9829989888664233E+01 a       327     0    17     1     7
  3.6341486749956649E+00 a       328     0    17     1     8
  2.7143241031420374E+01 a       329     0    17     1     9
  5.9336307680422685E+01 a       330     0    17     1    10
  1.7608012333606664E+00 a       331     0    17     1    11
  4.7865245912087822E+01 a       332     0    17     1    12
  1.5828690848943816E+02 a       333     0    17     1    13
  6.8834344180620466E+00 a       334     0    17     1    14
  5.5133233043239926E+01 a       335     0    17     1    15
 -2.0279338803030893E+01 a       336     0    17     1    16
  2.0296405287497173E+01 a       337     0    17     1    17
 -9.5371222010021953E+01 a       338     0    17     1    18
  3.8072596139817023E+01 a       339     0    17     1    19
  2.6851061047994715E+01 a       340     0    17     1    20
 -1.0539916414861646E+02 a       341     0    18     1     1
 -3.2439282595946992E+01 a       342     0    18     1     2
  1.2361455481005152E+02 a       343     0    18     1     3
  1.3375392628878132E+02 a       344     0    18     1     4
  3.3079072307113165E+01 a       345     0    18     1     5
  7.5139051164200524E+01 a       346     0    18     1     6
  2.1343071880253081E+01 a       347     0    18     1     7
  1.6569496105854611E+01 a       348     0    18     1     8
  5.3989658864828023E+00 a       349     0    18     1     9
 -9.6861711603849784E+01 a       350     0    18     1    10
 -2.1847925187970098E+01 a       351     0    18     1    11
  4.3417411535934562E+01 a       352     0    18     1    12
  5.7427858583266014E+00 a       353     0    18     1    13
 -1.0123946065558567E+02 a       354     0    18     1    14
  2.9428408663216949E+01 a       355     0    18     1    15
 -7.0446028986351337E+01 a       356     0    18     1    16
 -6.3045335624709772E+01 a       357     0    18     1    17
  2.9473558793518407E+01 a       358     0    18     1    18
  7.2230004686813473E+01 a       359     0    18     1    19
 -1.0644696568763014E+02 a       360     0    18     1    20
  9.7710476718855757E-02 a       361     0    19     1     1
  9.3460402154099356E+00 a       362     0    19     1     2
  1.2999504360328604E+00 a       363     0    19     1     3
 -5.0360791530667175E+00 a       364     0    19     1     4
  3.3298732233227843E+00 a       365     0    19     1     5
  7.2804226387133957E+00 a       366     0    19     1     6
 -7.1050295519065587E+00 a       367     0    19     1     7
  7.2976548718619860E-01 a       368     0    19     1     8
 -5.5927152553068604E-01 a       369     0    19     1     9
  4.3239803116817930E+00 a       370     0    19     1    10
 -1.4889740201162327E+00 a       371     0    19     1    11
  3.4043702088953718E+00 a       372     0    19     1    12
  9.8547084546060688E+00 a       373     0    19     1    13
  5.0252994800194966E+00 a       374     0    19     1    14
  8.9189821618104688E+00 a       375     0    19     1    15
  6.8060326824010184E+00 a       376     0    19     1    16
 -7.0607490863695483E+00 a       377     0    19     1    17
 -2.0519437916117568E+01 a       378     0    19     1    18
  4.2592454111818050E+00 a       379     0    19     1    19
  4.3108277815400777E+00 a       380     0    19     1    20
 -6.9617651300675938E+00 a       381     0    20     1     1
 -2.4031738994234231E+00 a       382     0    20     1     2
  1.6610969898190465E+01 a       383     0    20     1     3
  2.2852316019782702E+01 a       384     0    20     1     4
  4.0847808374157530E+00 a       385     0    20     1     5
  7.8384641161082733E+00 a       386     0    20     1     6
  1.2820190074207634E+00 a       387     0    20     1     7
  4.9150840960827633E+00 a       388     0    20     1     8
 -2.3636901101098342E+00 a       389     0    20     1     9
 -1.0714297916451814E+00 a       390     0    20     1    10
 -8.9859053921446748E+00 a       391     0    20     1    11
  3.2713298622358908E+00 a       392     0    20     1    12
 -2.2148013389944064E-02 a       393     0    20     1    13
 -7.1299809868352746E+00 a       394     0    20     1    14
 -9.4680370668558733E-01 a       395     0    20     1    15
 -5.1646709552046746E+00 a       396     0    20     1    16
 -1.6625018260669566E+00 a       397     0    20     1    17
  4.9596631605431405E+00 a       398     0    20     1    18
  8.3988127416591638E+00 a       399     0    20     1    19
 -9.6027200506888910E+00 a       400     0    20     1    20
 -8.5667640587692800E-02 a       401     0    21     1     1
 -9.7069028256195095E-02 a       402     0    21     1     2
 -1.8890467572513707E+00 a       403     0    21     1     3
 -2.6661324948609941E+00 a       404     0    21     1     4
 -2.2523722723683068E+00 a       405     0    21     1     5
  8.5129999355796279E-02 a       406     0    21     1     6
 -1.7490410010069561E+00 a       407     0    21     1     7
 -1.0538204832248579E+00 a       408     0    21     1     8
  1.0385886726545872E-01 a       409     0    21     1     9
  3.3928342290594987E-01 a       410     0    21     1    10
  5.9221021556500186E-01 a       411     0    21     1    11
  3.6561605936614189E-01 a       412     0    21     1    12
  4.3666181507946444E-01 a       413     0    21     1    13
  1.6008498177811106E+00 a       414     0    21     1    14
  1.8280796296634856E+00 a       415     0    21     1    15
 -3.5547125347085125E+00 a       416     0    21     1    16
  2.7473076629535784E+00 a       417     0    21     1    17
 -2.6355623551012113E-02 a       418     0    21     1    18
  1.3680109513298173E+00 a       419     0    21     1    19
  6.4599508226873670E-01 a       420     0    21     1    20
 -6.8491657741029333E-02 a       421     0    22     1     1
 -1.0224777993111840E+00 a       422     0    22     1     2
 -2.1463683255700747E+00 a       423     0    22     1     3
 -2.0512948104786100E+00 a       424     0    22     1     4
 -4.2943305917519181E-01 a       425     0    22     1     5
 -9.9265556389010823E-01 a       426     0    22     1     6
 -1.0804712833397667E+00 a       427     0    22     1     7
 -2.1765378071698547E+00 a       428     0    22     1     8
  4.5385528860269492E-01 a       429     0    22     1     9
 -1.0612110460248827E+00 a       430     0    22     1    10
  2.3886432054972491E+00 a       431     0    22     1    11
 -5.2471954319025949E-01 a       432     0    22     1    12
 -4.2943096988737334E-01 a       433     0    22     1    13
  4.7630500388722430E+00 a       434     0    22     1    14
  8.6811063809843081E-01 a       435     0    22     1    15
 -1.8618392525054775E-01 a       436     0    22     1    16
 -1.8195241229959915E+00 a       437     0    22     1    17
 -9.1742780091267451E-01 a       438     0    22     1    18
 -1.2676685353248662E+00 a       439     0    22     1    19
  2.0285749104826096E+00 a       440     0    22     1    20
 -1.5900220068226747E+02 a       441     0    23     1     1
  7.3812295747535657E+01 a       442     0    23     1     2
  1.0007663117317077E+02 a       443     0    23     1     3
 -3.1974562853610941E+01 a       444     0    23     1     4
 -7.5792675143968282E+01 a       445     0    23     1     5
 -4.2917891348276292E+01 a       446     0    23     1     6
  6.9353638788726187E+01 a       447     0    23     1     7
  1.2258228703754629E+02 a       448     0    23     1     8
  2.9386680793654410E+01 a       449     0    23     1     9
 -4.7334152646719332E+01 a       450     0    23     1    10
 -4.3101954398215263E+01 a       451     0    23     1    11
  7.2200726932691012E+01 a       452     0    23     1    12
 -3.8483506065335007E+01 a       453     0    23     1    13
  2.0173252010573628E+00 a       454     0    23     1    14
 -3.1619267549990720E+01 a       455     0    23     1    15
 -9.5114947357088084E+01 a       456     0    23     1    16
 -1.1483312498748687E+02 a       457     0    23     1    17
 -6.7221865973225434E+01 a       458     0    23     1    18
  6.2030134601977807E+01 a       459     0    23     1    19
 -1.9971779000386022E+02 a       460     0    23     1    20
 -1.3935656412760088E+02 a       461     0    24     1     1
 -1.5110994433251905E+01 a       462     0    24     1     2
 -9.0057323773547253E+01 a       463     0    24     1     3
  2.3841141217316218E+02 a       464     0    24     1     4
 -2.8207481107137315E+01 a       465     0    24     1     5
  3.2890583325692774E+01 a       466     0    24     1     6
 -1.8193814685244003E+01 a       467     0    24     1     7
  2.8733511107150882E+01 a       468     0    24     1     8
 -4.5953763251251424E+01 a       469     0    24     1     9
 -2.4160474972986957E+01 a       470     0    24     1    10
 -7.4272557207579112E+01 a       471     0    24     1    11
  3.1233924768024991E+02 a       472     0    24     1    12
 -8.5767431856969594E+01 a       473     0    24     1    13
  9.5400220556248769E+01 a       474     0    24     1    14
 -1.0675796452990371E+01 a       475     0    24     1    15
  1.8004261454669702E+01 a       476     0    24     1    16
  3.3984224502127070E+01 a       477     0    24     1    17
 -7.0752835537618068E+01 a       478     0    24     1    18
  3.7144298688607250E+01 a       479     0    24     1    19
 -3.3625987892805767E+01 a       480     0    24     1    20
 -1.1488503699703715E+02 a       481     0    25     1     1
  1.0871430634930553E+02 a       482     0    25     1     2
  9.9992168953082725E+01 a       483     0    25     1     3
 -7.7821415875797243E+01 a       484     0    25     1     4
  1.3534780939169293E+01 a       485     0    25     1     5
 -3.5728383487365456E+01 a       486     0    25     1     6
  5.1140967522732543E+00 a       487     0    25     1     7
  2.8181328418034536E+01 a       488     0    25     1     8
 -5.0855562669347734E+01 a       489     0    25     1     9
 -6.5392168630845191E+01 a       490     0    25     1    10
  4.1498594728848620E-01 a       491     0    25     1    11
  2.9921922808733992E+01 a       492     0    25     1    12
 -2.0858284794161129E+01 a       493     0    25     1    13
 -2.6666165569293912E+02 a       494     0    25     1    14
  7.6173538517928179E+01 a       495     0    25     1    15
  7.1406608939039714E+01 a       496     0    25     1    16
 -4.6731513375620047E+01 a       497     0    25     1    17
 -1.1237060949129374E+01 a       498     0    25     1    18
  1.0070365184485095E+01 a       499     0    25     1    19
  6.3783491068308493E+01 a       500     0    25     1    20
  1.4078477168061139E+02 a       501     0    26     1     1
 -1.3371221742021018E+02 a       502     0    26     1     2
 -1.4175840946805360E+02 a       503     0    26     1     3
  2.9724640967955093E+01 a       504     0    26     1     4
  8.3586774038046642E+01 a       505     0    26     1     5
  2.6817546146742892E+01 a       506     0    26     1     6
 -1.0236306209690662E+02 a       507     0    26     1     7
 -1.1149777639811128E+02 a       508     0    26     1     8
 -9.0583755674208732E+01 a       509     0    26     1     9
  6.7289095808774277E+01 a       510     0    26     1    10
  7.5184912959337510E+01 a       511     0    26     1    11
 -1.6178507479683944E+02 a       512     0    26     1    12
 -5.9006095966470625E+01 a       513     0    26     1    13
 -8.3469345193697691E+01 a       514     0    26     1    14
  1.0878821268615536E+02 a       515     0    26     1    15
  1.5302801997771269E+01 a       516     0    26     1    16
 -4.4377042841739591E+00 a       517     0    26     1    17
 -1.3905738994804608E+01 a       518     0    26     1    18
 -1.0790611770677816E+02 a       519     0    26     1    19
  2.3610698047820469E+02 a       520     0    26     1    20
  5.6489687441787439E+01 a       521     0    27     1     1
 -4.7357440237443043E+01 a       522     0    27     1     2
 -1.0419775461176652E+01 a       523     0    27     1     3
 -2.4112002903047483E+01 a       524     0    27     1     4
  1.3496820932292231E+01 a       525     0    27     1     5
  9.2168459088630392E+00 a       526     0    27     1     6
 -4.5949236664061438E+01 a       527     0    27     1     7
  2.5034576479957337E+01 a       528     0    27     1     8
  1.8940924322412268E+01 a       529     0    27     1     9
  4.0571078573040900E+01 a       530     0    27     1    10
