################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.6003040737716603E+01 a        80     0     4     1    20
  4.9763077977264505E+00 a        81     0     5     1     1
 -3.4617520741354774E+01 a        82     0     5     1     2
  3.3477758613706023E+01 a        83     0     5     1     3
 -4.1668456493519621E+01 a        84     0     5     1     4
 -1.1139447744582563E+02 a        85     0     5     1     5
 -6.5129105803702583E+00 a        86     0     5     1     6
 -5.7563263862280252E+01 a        87     0     5     1     7
 -3.1242495787489979E+01 a        88     0     5     1     8
 -1.1269104129166090E+00 a        89     0     5     1     9
 -3.4099363642096201E+01 a        90     0     5     1    10
 -6.3904654802725055E+01 a        91     0     5     1    11
 -9.5168952082399059E+01 a        92     0     5     1    12
 -5.5725874950323167E+01 a        93     0     5     1    13
 -2.5033479489252571E+01 a        94     0     5     1    14
  6.2501749336048384E+01 a        95     0     5     1    15
 -3.1601677635986370E+01 a        96     0     5     1    16
  1.2718520571305366E+02 a        97     0     5     1    17
  4.4758215460813403E+01 a        98     0     5     1    18
  3.7557602798115255E+01 a        99     0     5     1    19
 -6.7018456103023368E+01 a       100     0     5     1    20
  9.2577116281981290E+01 a       101     0     6     1     1
 -3.6772790503745045E+00 a       102     0     6     1     2
  3.4115153637279434E+01 a       103     0     6     1     3
  7.9683096848798883E+01 a       104     0     6     1     4
 -3.7664991680490154E+01 a       105     0     6     1     5
  2.3594243585329483E+01 a       106     0     6     1     6
 -2.1337578122108603E+01 a       107     0     6     1     7
 -1.9756902547914184E+01 a       108     0     6     1     8
 -8.6579670254758383E+01 a       109     0     6     1     9
  1.1727636276363548E+02 a       110     0     6     1    10
 -9.6150167519266503E+01 a       111     0     6     1    11
 -6.2810960598372894E+01 a       112     0     6     1    12
 -3.5768710478950211E+01 a       113     0     6     1    13
 -1.0834452673288123E+01 a       114     0     6     1    14
 -3.8752426441386021E+01 a       115     0     6     1    15
  8.9068690075519257E+00 a       116     0     6     1    16
 -2.1154315044268596E+01 a       117     0     6     1    17
 -7.2291649761903614E+01 a       118     0     6     1    18
 -4.3684330653317943E+01 a       119     0     6     1    19
  5.8134766309959772E+01 a       120     0     6     1    20
  4.5026393986442077E+00 a       121     0     7     1     1
  1.9043893461729706E+01 a       122     0     7     1     2
 -3.5888143121101336E+01 a       123     0     7     1     3
  8.6144357357988994E+00 a       124     0     7     1     4
  8.2602941603654600E+01 a       125     0     7     1     5
  6.1739575959283117E+00 a       126     0     7     1     6
  4.4507355626618342E+01 a       127     0     7     1     7
  1.4562329234544034E+01 a       128     0     7     1     8
  1.7206671104363451E+01 a       129     0     7     1     9
  5.6349000272605974E+00 a       130     0     7     1    10
  2.1402776917212080E+01 a       131     0     7     1    11
  4.5304963820865808E+01 a       132     0     7     1    12
  4.2855149838970505E+01 a       133     0     7     1    13
 -3.0652396243930178E+00 a       134     0     7     1    14
 -5.5046010412820664E+01 a       135     0     7     1    15
  1.2309182932592751E+01 a       136     0     7     1    16
 -7.2294489863206223E+01 a       137     0     7     1    17
 -3.2663973440672196E+00 a       138     0     7     1    18
 -1.4594772944130989E+01 a       139     0     7     1    19
  2.6559480974872063E+01 a       140     0     7     1    20
 -9.1472651459925061E+01 a       141     0     8     1     1
  1.4874319508185907E+01 a       142     0     8     1     2
 -2.0957561819420725E+01 a       143     0     8     1     3
 -3.7514798378107336E+01 a       144     0     8     1     4
  2.1542873427942205E+01 a       145     0     8     1     5
 -1.8668201140337835E+01 a       146     0     8     1     6
  7.5980382751156439E+00 a       147     0     8     1     7
  4.9891760808415455E+00 a       148     0     8     1     8
  5.6421004364881675E+01 a       149     0     8     1     9
 -7.3428189154755870E+01 a       150     0     8     1    10
  4.5266115130700079E+01 a       151     0     8     1    11
  1.1755761038826776E+01 a       152     0     8     1    12
  6.9021863886892709E-01 a       153     0     8     1    13
  2.0078515081651780E+00 a       154     0     8     1    14
  2.3436111104517828E+01 a       155     0     8     1    15
 -1.2925864721722705E+01 a       156     0     8     1    16
  2.5254532051463084E+01 a       157     0     8     1    17
  2.2253812504318169E+01 a       158     0     8     1    18
  2.3121675369296096E+01 a       159     0     8     1    19
 -2.3905514270837330E+01 a       160     0     8     1    20
 -2.3367070985422927E+02 a       161     0     9     1     1
  1.3504076526817207E+02 a       162     0     9     1     2
 -1.4425205077786387E+01 a       163     0     9     1     3
  2.6245660870477985E+02 a       164     0     9     1     4
  3.1227314436817412E+01 a       165     0     9     1     5
  1.0099610823874794E+02 a       166     0     9     1     6
  1.9230605917116827E+02 a       167     0     9     1     7
  1.2929424652059521E+02 a       168     0     9     1     8
 -2.7914624871778802E+01 a       169     0     9     1     9
  1.5112654120680131E+02 a       170     0     9     1    10
  5.0735922235984262E+01 a       171     0     9     1    11
  7.8606805190134068E+01 a       172     0     9     1    12
  1.0962810507200801E+02 a       173     0     9     1    13
  1.5818181302856903E+01 a       174     0     9     1    14
 -9.8101548827233582E+00 a       175     0     9     1    15
 -7.0215644818535650E-01 a       176     0     9     1    16
 -9.1280001899584761E+01 a       177     0     9     1    17
 -4.7664360178276830E+01 a       178     0     9     1    18
  1.6610227898293065E+01 a       179     0     9     1    19
  2.6048052945759537E+02 a       180     0     9     1    20
  1.2294236081515847E+02 a       181     0    10     1     1
  7.6087596473973576E+01 a       182     0    10     1     2
  3.2662358618567104E+01 a       183     0    10     1     3
 -1.4032205395993384E+02 a       184     0    10     1     4
  8.4604461472377537E+01 a       185     0    10     1     5
 -7.2482511887523486E+01 a       186     0    10     1     6
  1.7274934604709910E+02 a       187     0    10     1     7
 -5.0257036292140825E+01 a       188     0    10     1     8
  4.9443567303394502E+01 a       189     0    10     1     9
 -1.7191915515049101E+02 a       190     0    10     1    10
  8.8231061307407231E+01 a       191     0    10     1    11
 -1.0162073749129892E+00 a       192     0    10     1    12
  5.5457913987490834E+01 a       193     0    10     1    13
 -1.4671703470453940E+02 a       194     0    10     1    14
  5.7895125585621557E+01 a       195     0    10     1    15
 -9.3972460940137864E+01 a       196     0    10     1    16
  1.5569759604022293E+01 a       197     0    10     1    17
  1.1008827543961787E+02 a       198     0    10     1    18
 -2.8727695944781168E+01 a       199     0    10     1    19
 -1.4623355939289604E+02 a       200     0    10     1    20
  7.9234131543781231E+01 a       201     0    11     1     1
 -8.3232873262707912E+01 a       202     0    11     1     2
 -7.2127960274503110E+01 a       203     0    11     1     3
 -9.6321866371721640E+01 a       204     0    11     1     4
  7.3507290832742953E+01 a       205     0    11     1     5
  6.0418288701804466E+00 a       206     0    11     1     6
  7.7092353684956151E+01 a       207     0    11     1     7
 -2.9207372649044490E+01 a       208     0    11     1     8
  1.2050191383415418E+02 a       209     0    11     1     9
 -1.6209035738059666E+02 a       210     0    11     1    10
 -1.2726458503450009E+02 a       211     0    11     1    11
  2.2221079618061058E+01 a       212     0    11     1    12
  6.5907165664993528E+01 a       213     0    11     1    13
 -6.2706357078023274E+01 a       214     0    11     1    14
 -6.6458451492642553E+01 a       215     0    11     1    15
  7.3009436380233215E+00 a       216     0    11     1    16
 -1.3142802059061927E+01 a       217     0    11     1    17
  8.2275868426024985E+01 a       218     0    11     1    18
  3.2546174572514886E+01 a       219     0    11     1    19
 -6.4930727287719861E+01 a       220     0    11     1    20
 -4.1771577150857377E+02 a       221     0    12     1     1
  8.9298080123486727E+01 a       222     0    12     1     2
 -2.1129113088961503E+01 a       223     0    12     1     3
  9.2183654617980821E+01 a       224     0    12     1     4
 -7.7569683022160696E+00 a       225     0    12     1     5
 -4.5496465354904622E+01 a       226     0    12     1     6
 -5.4954052199513832E+01 a       227     0    12     1     7
 -1.2023580006208315E+01 a       228     0    12     1     8
  1.6118660447509388E+01 a       229     0    12     1     9
 -5.1896044571461939E+00 a       230     0    12     1    10
 -4.3139675131444847E+01 a       231     0    12     1    11
 -1.4167148996947304E+02 a       232     0    12     1    12
 -1.2230730690007037E+02 a       233     0    12     1    13
 -5.2840854973156283E+01 a       234     0    12     1    14
  1.1130609348946260E+01 a       235     0    12     1    15
 -4.8457261638512037E+00 a       236     0    12     1    16
  1.0348220404727127E+02 a       237     0    12     1    17
 -1.2829892756566898E+02 a       238     0    12     1    18
  8.3539060758457175E+00 a       239     0    12     1    19
  8.8638565465475423E+01 a       240     0    12     1    20
  1.4792424821269725E+02 a       241     0    13     1     1
 -8.2680780024326978E+01 a       242     0    13     1     2
  1.5249215908890895E+01 a       243     0    13     1     3
 -1.3378831623595997E+02 a       244     0    13     1     4
 -3.4399150971530368E+01 a       245     0    13     1     5
 -5.0208276599506398E+01 a       246     0    13     1     6
 -1.2023356402086371E+02 a       247     0    13     1     7
 -1.2152454111760031E+02 a       248     0    13     1     8
 -8.8050059630190987E+00 a       249     0    13     1     9
 -9.3984886809684966E+01 a       250     0    13     1    10
 -3.7540534218708402E+01 a       251     0    13     1    11
 -5.5623300216849515E+01 a       252     0    13     1    12
 -8.4900271039704336E+01 a       253     0    13     1    13
 -3.8733512980057839E+01 a       254     0    13     1    14
 -1.0532689058098242E+01 a       255     0    13     1    15
 -6.8468249025591144E+00 a       256     0    13     1    16
  1.5367523824432764E+01 a       257     0    13     1    17
  1.6746261484351290E+01 a       258     0    13     1    18
  9.9443431184691633E+00 a       259     0    13     1    19
 -1.0887814719253241E+02 a       260     0    13     1    20
  4.7640945394189886E+00 a       261     0    14     1     1
 -5.8642287338132974E+01 a       262     0    14     1     2
 -8.2200380667150448E+00 a       263     0    14     1     3
  4.5469231647142657E+01 a       264     0    14     1     4
 -4.3705962999478828E+01 a       265     0    14     1     5
  5.4899209617360768E+01 a       266     0    14     1     6
 -1.2625991985885440E+02 a       267     0    14     1     7
  5.1558695759644939E+00 a       268     0    14     1     8
 -3.8861418590745380E+01 a       269     0    14     1     9
  1.0256822392168981E+02 a       270     0    14     1    10
 -3.8255441484015748E+01 a       271     0    14     1    11
 -8.1372796947626629E+00 a       272     0    14     1    12
 -1.3885519454128543E+01 a       273     0    14     1    13
  9.1073632550381575E+01 a       274     0    14     1    14
 -5.4077015869045866E+01 a       275     0    14     1    15
  3.4910720138793316E+01 a       276     0    14     1    16
 -1.9131378149792347E+01 a       277     0    14     1    17
 -5.4132355009162588E+01 a       278     0    14     1    18
  1.2707071911270289E+01 a       279     0    14     1    19
  9.9075371816734460E+01 a       280     0    14     1    20
 -1.5027253645329081E+01 a       281     0    15     1     1
  1.9082347191464045E+01 a       282     0    15     1     2
  1.8613028282592865E+01 a       283     0    15     1     3
  2.3119274781655420E+01 a       284     0    15     1     4
 -1.8569252295892149E+01 a       285     0    15     1     5
 -2.3933295956254947E+00 a       286     0    15     1     6
 -1.7540661110234918E+01 a       287     0    15     1     7
  6.2208477761267078E+00 a       288     0    15     1     8
 -2.6854947850940476E+01 a       289     0    15     1     9
  4.8575577901292974E+01 a       290     0    15     1    10
  2.6551514636207219E+01 a       291     0    15     1    11
 -5.4657715637047559E+00 a       292     0    15     1    12
 -1.2647625348514790E+01 a       293     0    15     1    13
  1.1770322749848949E+01 a       294     0    15     1    14
  1.7686343726041514E+01 a       295     0    15     1    15
 -1.6092508725590410E-01 a       296     0    15     1    16
  4.8419903075728525E+00 a       297     0    15     1    17
 -1.7244706275841203E+01 a       298     0    15     1    18
 -6.2053507851939775E+00 a       299     0    15     1    19
  1.4379293225960923E+01 a       300     0    15     1    20
  5.4849728299866797E+01 a       301     0    16     1     1
 -1.3393880830847122E+01 a       302     0    16     1     2
  5.0304414293535835E+00 a       303     0    16     1     3
 -1.1712398771229669E+01 a       304     0    16     1     4
  8.3861898376932498E-01 a       305     0    16     1     5
  5.6128460277600976E+00 a       306     0    16     1     6
  7.3870305123174074E+00 a       307     0    16     1     7
  1.0220742388846313E+00 a       308     0    16     1     8
 -1.6685504304742438E+00 a       309     0    16     1     9
  1.3552494643016280E+01 a       310     0    16     1    10
  5.7674443291090309E+00 a       311     0    16     1    11
  1.8138770819376166E+01 a       312     0    16     1    12
  1.6406548645037375E+01 a       313     0    16     1    13
  6.7077608246503635E+00 a       314     0    16     1    14
  3.4008177396299694E-01 a       315     0    16     1    15
  2.7738686123429916E+00 a       316     0    16     1    16
 -1.3172332039653769E+01 a       317     0    16     1    17
  1.5422392039441705E+01 a       318     0    16     1    18
 -5.2148630190720102E-01 a       319     0    16     1    19
 -9.8650082918968121E+00 a       320     0    16     1    20
 -1.2097646401116583E+02 a       321     0    17     1     1
  8.4957497278788281E+01 a       322     0    17     1     2
  6.3897905291403973E+01 a       323     0    17     1     3
  1.1224658963495897E+02 a       324     0    17     1     4
 -6.5995236910063468E+01 a       325     0    17     1     5
  8.0849902117663870E+00 a       326     0    17     1     6
 -1.9340672618346940E+01 a       327     0    17     1     7
  7.2951550663352606E+01 a       328     0    17     1     8
 -8.5218547715116429E+01 a       329     0    17     1     9
  1.3146262853062493E+02 a       330     0    17     1    10
  9.6906138145096349E+01 a       331     0    17     1    11
  3.6152746539745899E+00 a       332     0    17     1    12
 -4.3225508208468035E+01 a       333     0    17     1    13
  6.5085192037762468E+01 a       334     0    17     1    14
  7.6209766676131650E+01 a       335     0    17     1    15
 -5.3842155639066878E+00 a       336     0    17     1    16
  2.6428316406650417E+01 a       337     0    17     1    17
 -6.5607507936791436E+01 a       338     0    17     1    18
 -3.0212950791719226E+01 a       339     0    17     1    19
  7.0943839129363994E+01 a       340     0    17     1    20
  3.4285256324859438E+02 a       341     0    18     1     1
 -5.3809105072967618E+01 a       342     0    18     1     2
  2.0426410551654612E+01 a       343     0    18     1     3
 -7.1740952056980461E+01 a       344     0    18     1     4
  1.0284080965261353E+01 a       345     0    18     1     5
  2.3451276590520450E+01 a       346     0    18     1     6
  8.6134484963060586E+01 a       347     0    18     1     7
  6.9767975549141932E+00 a       348     0    18     1     8
 -2.2804119701017086E+01 a       349     0    18     1     9
 -7.8934368617867054E+00 a       350     0    18     1    10
  2.9099358051468425E+01 a       351     0    18     1    11
  1.1449246992329084E+02 a       352     0    18     1    12
  1.0090226943935843E+02 a       353     0    18     1    13
  7.0362495043822957E+00 a       354     0    18     1    14
  4.9953604024234410E-01 a       355     0    18     1    15
 -1.2643895236021641E+00 a       356     0    18     1    16
 -8.4674827372449613E+01 a       357     0    18     1    17
  1.0911774262614871E+02 a       358     0    18     1    18
 -1.6609118971054119E+01 a       359     0    18     1    19
 -9.4823204787535175E+01 a       360     0    18     1    20
  4.3344423335541702E+00 a       361     0    19     1     1
  8.1596631010206189E-01 a       362     0    19     1     2
 -8.1527417231462074E-01 a       363     0    19     1     3
  1.5900919998311902E+00 a       364     0    19     1     4
 -7.4211510893627715E+00 a       365     0    19     1     5
 -1.1392545378212373E+00 a       366     0    19     1     6
 -1.3897035651368176E+01 a       367     0    19     1     7
 -9.7004989815330180E+00 a       368     0    19     1     8
 -1.3876044517972204E+01 a       369     0    19     1     9
  1.2480445647837383E+01 a       370     0    19     1    10
  7.8954798231471317E+00 a       371     0    19     1    11
 -7.2818447151930297E+00 a       372     0    19     1    12
  1.6746553037132630E+00 a       373     0    19     1    13
  6.8539321413934096E-01 a       374     0    19     1    14
 -8.5889054843743740E-01 a       375     0    19     1    15
 -1.4469102056878465E+00 a       376     0    19     1    16
 -2.1179564966079184E-01 a       377     0    19     1    17
 -7.1999272877624909E+00 a       378     0    19     1    18
  7.8513162904695025E-02 a       379     0    19     1    19
  5.8124649813653511E+00 a       380     0    19     1    20
  3.8587971283416991E+01 a       381     0    20     1     1
 -9.0056286750884240E+00 a       382     0    20     1     2
  3.0954353656595615E+00 a       383     0    20     1     3
 -7.9977410713144312E+00 a       384     0    20     1     4
 -3.6407558676167934E-01 a       385     0    20     1     5
  5.7289127802048849E+00 a       386     0    20     1     6
 -3.4723050553682242E+00 a       387     0    20     1     7
  1.7518963974109720E+00 a       388     0    20     1     8
 -9.4415364014976166E-01 a       389     0    20     1     9
 -2.2256332929145102E+00 a       390     0    20     1    10
  4.0905029975426883E+00 a       391     0    20     1    11
  9.8960631433093678E+00 a       392     0    20     1    12
  8.6227781247042916E+00 a       393     0    20     1    13
  8.8137412838727371E+00 a       394     0    20     1    14
 -1.9603697529110766E+00 a       395     0    20     1    15
 -1.4931498138512362E+00 a       396     0    20     1    16
 -8.5053963051972250E+00 a       397     0    20     1    17
  1.1451589263063436E+01 a       398     0    20     1    18
 -3.0620148236641893E+00 a       399     0    20     1    19
 -3.7157581124372641E+00 a       400     0    20     1    20
 -5.9715826239876888E+00 a       401     0    21     1     1
  2.4174739652739006E+00 a       402     0    21     1     2
  3.1527011960773130E+00 a       403     0    21     1     3
  2.2841837003080196E+00 a       404     0    21     1     4
 -8.6190624418761086E-01 a       405     0    21     1     5
  1.0872230115320369E+00 a       406     0    21     1     6
  4.7741302667856850E-01 a       407     0    21     1     7
  2.6188620191583403E+00 a       408     0    21     1     8
 -3.7033143897377430E-01 a       409     0    21     1     9
 -5.4313605878997304E+00 a       410     0    21     1    10
  2.9720842899507072E+00 a       411     0    21     1    11
 -7.4789596821635418E-01 a       412     0    21     1    12
 -7.7009270386458066E+00 a       413     0    21     1    13
  3.5400384628847390E+00 a       414     0    21     1    14
  2.4579345657688947E+00 a       415     0    21     1    15
 -1.2351092989796957E+00 a       416     0    21     1    16
  1.1552731999615338E+00 a       417     0    21     1    17
 -1.2721688867317817E+00 a       418     0    21     1    18
 -6.9864687415194859E-01 a       419     0    21     1    19
  1.9615499712127127E-01 a       420     0    21     1    20
  3.8210449114111977E-01 a       421     0    22     1     1
  1.1079009948824141E+00 a       422     0    22     1     2
 -5.3535035617655224E-01 a       423     0    22     1     3
  4.6396017202857576E-01 a       424     0    22     1     4
  9.9372663981405276E-02 a       425     0    22     1     5
 -1.3402737308493337E-01 a       426     0    22     1     6
  2.0116223930675732E+00 a       427     0    22     1     7
 -1.6926840088775025E-01 a       428     0    22     1     8
 -1.4685842853469453E+00 a       429     0    22     1     9
 -1.6180030494806554E+00 a       430     0    22     1    10
 -6.5029480746293988E-01 a       431     0    22     1    11
  3.5858108027106711E-01 a       432     0    22     1    12
  6.9273295937797019E-01 a       433     0    22     1    13
 -7.5241684139220300E-01 a       434     0    22     1    14
 -1.1367081536325672E+00 a       435     0    22     1    15
 -4.1573122293486309E-01 a       436     0    22     1    16
 -6.4512434958733755E-01 a       437     0    22     1    17
  7.4825975302158718E-02 a       438     0    22     1    18
  2.1645157130783332E-01 a       439     0    22     1    19
 -1.2748346735732627E+00 a       440     0    22     1    20
 -1.6235900819217054E+01 a       441     0    23     1     1
  1.0198760554537506E+01 a       442     0    23     1     2
 -3.0697500356776676E+01 a       443     0    23     1     3
  6.7679972664036427E+01 a       444     0    23     1     4
  5.3456387309478393E+00 a       445     0    23     1     5
  1.5102999461535222E+02 a       446     0    23     1     6
  3.3990416415676665E+00 a       447     0    23     1     7
 -1.7561692157069707E+01 a       448     0    23     1     8
 -8.5281379675506827E+01 a       449     0    23     1     9
  3.2771109183418609E+01 a       450     0    23     1    10
  1.7021848895968782E+02 a       451     0    23     1    11
  1.1953131118257166E+02 a       452     0    23     1    12
  9.6596211193818505E+01 a       453     0    23     1    13
 -9.8217616438294328E+01 a       454     0    23     1    14
  3.3351078981079372E+00 a       455     0    23     1    15
 -7.5890519737422153E+01 a       456     0    23     1    16
 -2.1697758841187547E+01 a       457     0    23     1    17
 -4.0257897412832016E+01 a       458     0    23     1    18
  5.2230651925558696E+01 a       459     0    23     1    19
 -9.4682327188130358E+01 a       460     0    23     1    20
  1.3710781593760854E+02 a       461     0    24     1     1
  6.7692385262980906E+01 a       462     0    24     1     2
  5.5731536032406915E+01 a       463     0    24     1     3
  1.1101327419688863E+01 a       464     0    24     1     4
  8.2106299846962131E+01 a       465     0    24     1     5
  1.4626111187943343E+02 a       466     0    24     1     6
  8.0507931688235473E+01 a       467     0    24     1     7
  3.8372500624582440E+00 a       468     0    24     1     8
  1.5777862585590668E+02 a       469     0    24     1     9
  5.2507517533039596E+01 a       470     0    24     1    10
  5.8445713656498711E+01 a       471     0    24     1    11
  9.4675589152594242E+01 a       472     0    24     1    12
  1.5094268824201865E+01 a       473     0    24     1    13
  2.2898521071371457E+02 a       474     0    24     1    14
  3.2657130314788873E+01 a       475     0    24     1    15
 -1.6275603693349296E+01 a       476     0    24     1    16
  1.9674331065071621E+02 a       477     0    24     1    17
  5.8215577120462655E+01 a       478     0    24     1    18
  2.6413360724071030E+01 a       479     0    24     1    19
 -3.3988821987070459E+01 a       480     0    24     1    20
  8.7761822323748877E+00 a       481     0    25     1     1
  4.1503445378922159E+01 a       482     0    25     1     2
 -4.7251657469075731E+01 a       483     0    25     1     3
 -1.2304642993454986E+02 a       484     0    25     1     4
  7.5447026718201215E+01 a       485     0    25     1     5
  1.7337765585197265E+00 a       486     0    25     1     6
  4.8924031717046539E+01 a       487     0    25     1     7
  8.9088549935356184E+01 a       488     0    25     1     8
  2.7128889878609800E+02 a       489     0    25     1     9
  9.4045548266098621E+01 a       490     0    25     1    10
 -2.1091063044576082E+01 a       491     0    25     1    11
 -4.6100234820720438E+01 a       492     0    25     1    12
 -7.6442499957186698E+01 a       493     0    25     1    13
  1.2060068615384895E+02 a       494     0    25     1    14
  7.6858022338013669E+01 a       495     0    25     1    15
 -1.8941849551951071E+02 a       496     0    25     1    16
  1.3606404086706559E+02 a       497     0    25     1    17
  1.7992947244930093E+01 a       498     0    25     1    18
  7.6531820648884676E+01 a       499     0    25     1    19
  1.8777092290116595E+01 a       500     0    25     1    20
 -7.0015890393261593E+00 a       501     0    26     1     1
 -4.7030137713021809E+01 a       502     0    26     1     2
  2.3584232642151481E+01 a       503     0    26     1     3
 -7.7482195452387174E+01 a       504     0    26     1     4
 -1.8502683525376206E+01 a       505     0    26     1     5
 -1.9669788416781600E+02 a       506     0    26     1     6
  3.8887357548063541E+01 a       507     0    26     1     7
 -1.5604306398973373E+01 a       508     0    26     1     8
  1.3969210721206733E+02 a       509     0    26     1     9
 -9.6828135029466278E+00 a       510     0    26     1    10
 -2.6884646711475841E+02 a       511     0    26     1    11
 -7.4226528059875150E+01 a       512     0    26     1    12
  2.3237788051114261E+01 a       513     0    26     1    13
  5.2472833802037087E+01 a       514     0    26     1    14
  3.3758483045726777E+01 a       515     0    26     1    15
  5.3572991506421609E+01 a       516     0    26     1    16
 -1.7286515345144149E+01 a       517     0    26     1    17
  1.1325254730679159E+01 a       518     0    26     1    18
 -2.8580537937055368E+01 a       519     0    26     1    19
  1.3786694241323866E+02 a       520     0    26     1    20
 -5.2979484616701093E+01 a       521     0    27     1     1
  3.1588876945334171E+01 a       522     0    27     1     2
 -9.5242948078854761E-01 a       523     0    27     1     3
  4.7068319701171390E+01 a       524     0    27     1     4
 -7.3260742477543232E+01 a       525     0    27     1     5
 -1.1467697481017041E+01 a       526     0    27     1     6
 -7.3858797420382800E+01 a       527     0    27     1     7
 -3.3773633879101894E+01 a       528     0    27     1     8
 -2.0299854459986935E+01 a       529     0    27     1     9
 -9.5308208360666349E+00 a       530     0    27     1    10
